"Order Comment Email Template","Template de Comentário do Pedido"
"Order Comment Email Template for Guest","Template de Comentários do Pedido para Visitante"
"Send Order Comment Email Copy To","Enviar Cópia de Email de Comentário do Pedido"
"Send Order Comments Email Copy Method","Send Order Comments Email Copy Method"
"Invoice Email Sender","Remetente de Email de Fatura"
"Invoice Email Template","Template de Email de Fatura"
"Invoice Email Template for Guest","Template de Email de Fatura para Visitante"
"Send Invoice Email Copy To","Enviar Cópia de Email de Fatura"
"Send Invoice Email Copy Method","Enviar método de cópia de e-mail de fatura"
"Invoice Comment Email Sender","Remetente do Email do Comentário da Fatura."
"Invoice Comment Email Template","Template do Email do Comentário da Fatura"
"Invoice Comment Email Template for Guest","Template do Email do Comentário da Fatura para Visitante"
"Send Invoice Comment Email Copy To","Enviar Cópia de Email de Comentário da Fatura para"
"Send Invoice Comments Email Copy Method","Send Invoice Comments Email Copy Method"
Shipment,Envio
"Shipment Email Sender","Remetente do E-mail de Envio"
"Shipment Email Template","Template do E-mail de Envio"
"Shipment Email Template for Guest","Modelo de Email de Envio Para Visitantes"
"Send Shipment Email Copy To","Enviar Cópia de E-mail de Envio"
"Send Shipment Email Copy Method","Enviar método de cópia de e-mail de envio"
"Shipment Comment Email Sender","Remetente de Email de Comentário do Envio"
"Shipment Comment Email Template","Shipment Comment Email Template"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Send Shipment Comment Email Copy To","Send Shipment Comment Email Copy To"
"Send Shipment Comments Email Copy Method","Send Shipment Comments Email Copy Method"
"Credit Memo Email Sender","Credit Memo Email Sender"
"Credit Memo Email Template","Template de Nota de Crédito"
"Credit Memo Email Template for Guest","Template de Nota de Crédito para Convidado"
"Send Credit Memo Email Copy To","Enviar Cópia da Nota de Crédito por Email para"
"Send Credit Memo Email Copy Method","Enviar método de cópia de e-mail de nota de crédito"
"Credit Memo Comment Email Sender","Credit Memo Comment Email Sender"
"Credit Memo Comment Email Template","Credit Memo Comment Email Template"
"Credit Memo Comment Email Template for Guest","Credit Memo Comment Email Template for Guest"
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Comments Email Copy Method","Send Credit Memo Comments Email Copy Method"
"PDF Print-outs","Geração de PDF"
"Display Order ID in Header","Exibir ID do Pedido no Cabeçalho"
"Orders and Returns Search Form","Formulário de pesquisa de pedidos e devoluções"
"PDF Credit Memos","Notas de Crédito em PDF"
"PDF Invoices","Faturas em PDF"
"Invoice Date","Data da Fatura"
"ZIP/Post Code","CEP/Código Postal"
"Signed-up Point","Ponto Assinado"
order-header,order-header
"New Order RSS","Novo Pedido RSS"
"Print Invoices","Imprimir Fatura"
"Print Packing Slips","Embalagem de Impressão"
"Print Credit Memos","Imprimir Notas de Crédito"
"Print All","Imprimir Tudo"
"Print Shipping Labels","Imprimir etiquetas de envio"
"Ship Date","Data do Envio"
"Total Quantity","Quantidade Total"
"Default Status","Status Padrão"
"State Code and Title","Título e Código de Estado"
"PDF Packing Slips","PDF Packing Slips"
"Status can't be unassigned, because it is used by existing order(s).","O status não pode ser desatribuído, porque é usado pelo(s) pedido(s) existente(s)."
Operations,Operações
"Include Tax to Amount","Incluir imposto ao valor"
"Orders Cron Settings","Orders Cron "
"Pending Payment Order Lifetime (minutes)","Tempo de Vida do Pagamento de Pedido Pendente (minutos)"
"Asynchronous sending","Envio Assíncrono"
"Grid Settings","Grid Settings"
"Asynchronous indexing","Indexação Assíncrona"
"Visible On Storefront","Visível no Histórico do Cliente"
"Visible on Storefront","Visível no Histórico do Cliente"
"Please select a customer","Please select a customer"
"Billing Agreements","Termos de Cobrança"
"Review & Payments","Pagamento"
"Shipping Address","Endereço de Entrega"
"Provided Zip/Postal Code seems to be invalid. Example: 12345-6789; 12345. If you believe it is the right one you can ignore this notice.","Aparentemente seu CEP é inválido ou não há registro de endereço dele."
"Provided Zip/Postal Code seems to be invalid. Example: 12345; 12345-678. If you believe it is the right one you can ignore this notice.","Aparentemente seu CEP é inválido ou não há registro de endereço dele."
"Provided Zip/Postal Code seems to be invalid.","Aparentemente seu CEP é inválido"
"Example:","Exemplo:"
" Example: "," Exemplo: "
"If you believe it is the right one you can ignore this notice.","Se você acha que esta certo pode ignorar esse aviso."
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Horário:<br /><span class=""no-link"">%store_hours</span>."
"Order & Account Information","Informações do Pedido e do Comprador"
"Payment & Shipping Method","Pagamento e Frete"
"Notes for this Order","Observações do Pedido"
Not,Não
"Comment added","Adicionado em "
"Recently Ordered","Comprado recentemente"
"Print Invoices","Imprimir Faturas"
"Print Packing Slips","Imprimir Guias de Postagem"
"Print Credit Memos","Imprimir Reembolsos"
"Print All","Imprimit Tudo"
"Print Shipping Labels","Imprimir Etiquetas de Envio"
"Items to Invoice","Itens a Faturar"
"VAT","CPF"
"Payment Confirmed","Pagamento Confirmado"
"Shipping and Handling","Envio e Manuseio"
"Payment & Shipping Information", "Informações de Pagamento e Envio"
"Order Comments", "Comentarios do Pedido"
"Same As Billing Address", "O mesmo endereço de cobrança"
"Validate VAT Number", "Validar CPF"
"Get shipping methods and rates", "Pegar metodos de envio e taxas"
"No Payment Information Required", "Sem informação de pagamento necessária"
"Add Products", "Adicionar Produtos"
"Signifyd Guarantee Decision","Decisão de Garantia Signifyd"
"Updated At", "Atualizado Em"
